code,name,region_id,department_id,arrondissement_id,registered_voters,location_name,latitude,longitude
ELECAM-2025-SW-FAKO-BUEA-0194,COMMMUNITY HALL WONJAVA / A,,,,67,SUD-OUEST / FAKO / BUEA / WONJAVA,,
ELECAM-2025-SW-FAKO-BUEA-0195,COMMMUNITY HALL WONJIA (NEW) / A,,,,95,SUD-OUEST / FAKO / BUEA / WONJIA,,
ELECAM-2025-SW-FAKO-BUEA-0196,COMMMUNITY HALL WONYA EMONGO / A,,,,373,SUD-OUEST / FAKO / BUEA / WONYA EMONGO,,
ELECAM-2025-SW-FAKO-BUEA-0197,COMMMUNITY HALL WONYA EMONGO / B,,,,191,SUD-OUEST / FAKO / BUEA / WONYA EMONGO,,
ELECAM-2025-SW-FAKO-BUEA-0198,COMMMUNITY HALL WONYA EMONGO / C,,,,378,SUD-OUEST / FAKO / BUEA / WONYA EMONGO,,
ELECAM-2025-SW-FAKO-BUEA-0199,COMMMUNITY HALL WONYA EMONGO / D,,,,221,SUD-OUEST / FAKO / BUEA / WONYA EMONGO,,
ELECAM-2025-SW-FAKO-BUEA-0200,COMMMUNITY HALL WONYA LYONGA / A,,,,387,SUD-OUEST / FAKO / BUEA / WONYA LYONGA,,
ELECAM-2025-SW-FAKO-BUEA-0201,COMMMUNITY HALL WONYA LYONGA / B,,,,134,SUD-OUEST / FAKO / BUEA / WONYA LYONGA,,
ELECAM-2025-SW-FAKO-BUEA-0202,COMMMUNITY HALL WONYA MAVIO / A,,,,346,SUD-OUEST / FAKO / BUEA / WONYA MAVIO,,
ELECAM-2025-SW-FAKO-BUEA-0203,COMMMUNITY HALL WONYA MAVIO / B,,,,436,SUD-OUEST / FAKO / BUEA / WONYA MAVIO,,
ELECAM-2025-SW-FAKO-BUEA-0204,COMMMUNITY HALL WONYA MOKUMBA / A,,,,105,SUD-OUEST / FAKO / BUEA / EWILI,,
ELECAM-2025-SW-FAKO-BUEA-0205,BORSTAL (CAMP SIC/WEST FARM) / A,,,,220,SUD-OUEST / FAKO / BUEA / WOTEKE,,
ELECAM-2025-SW-FAKO-BUEA-0206,BORSTAL (CAMP SIC/WEST FARM) / B,,,,225,SUD-OUEST / FAKO / BUEA / WOTEKE,,
ELECAM-2025-SW-FAKO-BUEA-0207,COMMMUNITY HALL WOTEKE / A,,,,172,SUD-OUEST / FAKO / BUEA / WOTEKE,,
ELECAM-2025-SW-FAKO-BUEA-0208,HINT INTERNATIONAL / A,,,,300,SUD-OUEST / FAKO / BUEA / WOTOLO,,
ELECAM-2025-SW-FAKO-BUEA-0209,HINT INTERNATIONAL / B,,,,167,SUD-OUEST / FAKO / BUEA / WOTOLO,,
ELECAM-2025-SW-FAKO-BUEA-0210,AUBERG JUNCTION / A,,,,316,SUD-OUEST / FAKO / BUEA / WOTOLO,,
ELECAM-2025-SW-FAKO-BUEA-0211,AUBERG JUNCTION / B,,,,322,SUD-OUEST / FAKO / BUEA / WOTOLO,,
ELECAM-2025-SW-FAKO-BUEA-0212,AUBERG JUNCTION / C,,,,261,SUD-OUEST / FAKO / BUEA / WOTOLO,,
ELECAM-2025-SW-FAKO-BUEA-0213,COMMMUNITY HALL WOTUTU / A,,,,416,SUD-OUEST / FAKO / BUEA / WOTUTU,,
ELECAM-2025-SW-FAKO-BUEA-0214,COMMMUNITY HALL WOVILLA NATIVE / A,,,,136,SUD-OUEST / FAKO / BUEA / WOVILLA,,
ELECAM-2025-SW-FAKO-BUEA-0215,G.S. WOVILLA STRANGERS / A,,,,239,SUD-OUEST / FAKO / BUEA / WOVILLA,,
ELECAM-2025-SW-FAKO-BUEA-0216,G.S. WOVILLA STRANGERS / B,,,,345,SUD-OUEST / FAKO / BUEA / WOVILLA,,
ELECAM-2025-SW-FAKO-BUEA-0217,OLD GOVERNENT STATION / A,,,,209,SUD-OUEST / FAKO / BUEA / YOUTH CENTER,,
ELECAM-2025-SW-FAKO-BUEA-0218,CLERK'S QUARTERS BUEA COUNCIL HALL / A,,,,236,SUD-OUEST / FAKO / BUEA,,
ELECAM-2025-SW-FAKO-BUEA-0219,CLERK'S QUARTERS BUEA COUNCIL HALL / B,,,,277,SUD-OUEST / FAKO / BUEA,,
ELECAM-2025-SW-FAKO-BUEA-0220,ECOLE FRANCOPHONE / A,,,,331,SUD-OUEST / FAKO / BUEA / LONG ST. SMALL SOPPO,,
ELECAM-2025-SW-FAKO-BUEA-0221,ECOLE FRANCOPHONE / B,,,,283,SUD-OUEST / FAKO / BUEA / LONG ST. SMALL SOPPO,,
ELECAM-2025-SW-FAKO-BUEA-0222,ECOLE FRANCOPHONE / C,,,,318,SUD-OUEST / FAKO / BUEA / LONG ST. SMALL SOPPO,,
ELECAM-2025-SW-FAKO-BUEA-0223,COMM. HALL S. LIKOKO / A,,,,66,SUD-OUEST / FAKO / BUEA / SOPPO LIKOKO,,
ELECAM-2025-SW-FAKO-BUEA-0224,CLERK'S QUARTERS BUEA COUNCIL HALL 1 / A,,,,175,SUD-OUEST / FAKO / BUEA,,
ELECAM-2025-SW-FAKO-BUEA-0225,GNS WOTUTU / A,,,,70,SUD-OUEST / FAKO / BUEA / WOTUTU,,
ELECAM-2025-SW-FAKO-IDENAU-0001,GREEN VALLEY / A,,,,81,SUD-OUEST / FAKO / IDENAU / BAKINGILI,,
ELECAM-2025-SW-FAKO-IDENAU-0002,GS BAKINGILI / A,,,,208,SUD-OUEST / FAKO / IDENAU / BAKINGILI,,
ELECAM-2025-SW-FAKO-IDENAU-0003,HEALTH CENTER BAKINGILI / A,,,,126,SUD-OUEST / FAKO / IDENAU / BAKINGILI,,
ELECAM-2025-SW-FAKO-IDENAU-0004,MOBILE CANOPY / A,,,,193,SUD-OUEST / FAKO / IDENAU / BAROMBI,,
ELECAM-2025-SW-FAKO-IDENAU-0005,CDC FIRE BURN CLUB / A,,,,92,SUD-OUEST / FAKO / IDENAU / BIBUNDE,,
ELECAM-2025-SW-FAKO-IDENAU-0006,CDC FIRE BURN CLUB / B,,,,228,SUD-OUEST / FAKO / IDENAU / BIBUNDE,,
ELECAM-2025-SW-FAKO-IDENAU-0007,CDC FIRE-BURN CLUB / A,,,,294,SUD-OUEST / FAKO / IDENAU / BIBUNDE,,
ELECAM-2025-SW-FAKO-IDENAU-0008,CDC FIRE-BURN CLUB / B,,,,306,SUD-OUEST / FAKO / IDENAU / BIBUNDE,,
ELECAM-2025-SW-FAKO-IDENAU-0009,CDC FIRE-BURN CLUB / C,,,,277,SUD-OUEST / FAKO / IDENAU / BIBUNDE,,
ELECAM-2025-SW-FAKO-IDENAU-0010,GS IDENAU GROUP II / A,,,,331,SUD-OUEST / FAKO / IDENAU / BIBUNDE,,
ELECAM-2025-SW-FAKO-IDENAU-0011,GS IDENAU GROUP II / B,,,,332,SUD-OUEST / FAKO / IDENAU / BIBUNDE,,
ELECAM-2025-SW-FAKO-IDENAU-0012,GS IDENAU GROUP II / C,,,,315,SUD-OUEST / FAKO / IDENAU / BIBUNDE,,
ELECAM-2025-SW-FAKO-IDENAU-0013,GS IDENAU GROUP II / D,,,,340,SUD-OUEST / FAKO / IDENAU / BIBUNDE,,
ELECAM-2025-SW-FAKO-IDENAU-0014,GS IDENAU GROUP II / E,,,,380,SUD-OUEST / FAKO / IDENAU / BIBUNDE,,
ELECAM-2025-SW-FAKO-IDENAU-0015,CDC RAIN-FALL CLUB DEBUNDSCHA / A,,,,239,SUD-OUEST / FAKO / IDENAU / DEBUNDSCHA,,
ELECAM-2025-SW-FAKO-IDENAU-0016,GS ENYENGE / A,,,,174,SUD-OUEST / FAKO / IDENAU / ENYENGE,,
ELECAM-2025-SW-FAKO-IDENAU-0017,GS ENYENGE / B,,,,61,SUD-OUEST / FAKO / IDENAU / ENYENGE,,
ELECAM-2025-SW-FAKO-IDENAU-0018,COMMUNITY HALL ETOME / A,,,,67,SUD-OUEST / FAKO / IDENAU / ETOME,,
ELECAM-2025-SW-FAKO-IDENAU-0019,CDC SECTOTIONAL OFFICE / A,,,,178,SUD-OUEST / FAKO / IDENAU / ISONGO,,
ELECAM-2025-SW-FAKO-IDENAU-0020,G.S BAKINGILI / A,,,,131,SUD-OUEST / FAKO / IDENAU / ISONGO,,
ELECAM-2025-SW-FAKO-IDENAU-0021,G.S BAKINGILI / B,,,,271,SUD-OUEST / FAKO / IDENAU / ISONGO,,
ELECAM-2025-SW-FAKO-IDENAU-0022,GOV'T PRACT. SCHOOL KOSSE II / A,,,,16,SUD-OUEST / FAKO / IDENAU / KOSSE II,,
ELECAM-2025-SW-FAKO-IDENAU-0023,CDC SECTORIAL OFFICE NJONJI / A,,,,174,SUD-OUEST / FAKO / IDENAU / NJONJI,,
ELECAM-2025-SW-FAKO-IDENAU-0024,NJONJI COMMUNITY HALL / A,,,,117,SUD-OUEST / FAKO / IDENAU / NJONJI,,
ELECAM-2025-SW-FAKO-IDENAU-0025,HEALTH CENTER SANJE / A,,,,87,SUD-OUEST / FAKO / IDENAU / SANJE,,
ELECAM-2025-SW-FAKO-IDENAU-0026,GS IDENAU GROUP I / A,,,,287,SUD-OUEST / FAKO / IDENAU / SCIPIO/RESCHFLUSS,,
ELECAM-2025-SW-FAKO-IDENAU-0027,CDC SECTORIAL OFFICE SODEN / A,,,,82,SUD-OUEST / FAKO / IDENAU / SODEN,,
ELECAM-2025-SW-FAKO-LIMBE-I-0001,"COMMUNITY HALL, BONADIKOMBO / A",,,,344,SUD-OUEST / FAKO / LIMBE I / BONADIKOMBO,,
ELECAM-2025-SW-FAKO-LIMBE-I-0002,"COMMUNITY HALL, BONADIKOMBO / B",,,,325,SUD-OUEST / FAKO / LIMBE I / BONADIKOMBO,,
ELECAM-2025-SW-FAKO-LIMBE-I-0003,"COMMUNITY HALL, BONADIKOMBO / C",,,,326,SUD-OUEST / FAKO / LIMBE I / BONADIKOMBO,,
ELECAM-2025-SW-FAKO-LIMBE-I-0004,"COMMUNITY HALL, BONADIKOMBO / D",,,,432,SUD-OUEST / FAKO / LIMBE I / BONADIKOMBO,,
ELECAM-2025-SW-FAKO-LIMBE-I-0005,"COMMUNITY HALL, BONADIKOMBO / E",,,,278,SUD-OUEST / FAKO / LIMBE I / BONADIKOMBO,,
ELECAM-2025-SW-FAKO-LIMBE-I-0006,CBC PRIM. SCHOOL BONADIKOMBO / A,,,,315,SUD-OUEST / FAKO / LIMBE I / BONADIKOMBO,,
ELECAM-2025-SW-FAKO-LIMBE-I-0007,CBC PRIM. SCHOOL BONADIKOMBO / B,,,,299,SUD-OUEST / FAKO / LIMBE I / BONADIKOMBO,,
ELECAM-2025-SW-FAKO-LIMBE-I-0008,CBC PRIM. SCHOOL BONADIKOMBO / C,,,,284,SUD-OUEST / FAKO / LIMBE I / BONADIKOMBO,,
ELECAM-2025-SW-FAKO-LIMBE-I-0009,CBC PRIM. SCHOOL BONADIKOMBO / D,,,,291,SUD-OUEST / FAKO / LIMBE I / BONADIKOMBO,,
ELECAM-2025-SW-FAKO-LIMBE-I-0010,CBC PRIM. SCHOOL BONADIKOMBO / E,,,,480,SUD-OUEST / FAKO / LIMBE I / BONADIKOMBO,,
ELECAM-2025-SW-FAKO-LIMBE-I-0011,CBC PRIM. SCHOOL BONADIKOMBO / F,,,,343,SUD-OUEST / FAKO / LIMBE I / BONADIKOMBO,,
ELECAM-2025-SW-FAKO-LIMBE-I-0012,G.P.N.S. BONADIKOMBO / A,,,,289,SUD-OUEST / FAKO / LIMBE I / BONADIKOMBO,,
ELECAM-2025-SW-FAKO-LIMBE-I-0013,G.P.N.S. BONADIKOMBO / B,,,,283,SUD-OUEST / FAKO / LIMBE I / BONADIKOMBO,,
ELECAM-2025-SW-FAKO-LIMBE-I-0014,G.P.N.S. BONADIKOMBO / C,,,,333,SUD-OUEST / FAKO / LIMBE I / BONADIKOMBO,,
ELECAM-2025-SW-FAKO-LIMBE-I-0015,G.T.T.C. BONADIKOMBO / A,,,,397,SUD-OUEST / FAKO / LIMBE I / BONADIKOMBO,,
ELECAM-2025-SW-FAKO-LIMBE-I-0016,G.T.T.C. BONADIKOMBO / B,,,,358,SUD-OUEST / FAKO / LIMBE I / BONADIKOMBO,,
ELECAM-2025-SW-FAKO-LIMBE-I-0017,G.T.T.C. BONADIKOMBO / C,,,,369,SUD-OUEST / FAKO / LIMBE I / BONADIKOMBO,,
ELECAM-2025-SW-FAKO-LIMBE-I-0018,G.T.T.C. BONADIKOMBO / D,,,,376,SUD-OUEST / FAKO / LIMBE I / BONADIKOMBO,,
ELECAM-2025-SW-FAKO-LIMBE-I-0019,G.T.T.C. BONADIKOMBO / E,,,,405,SUD-OUEST / FAKO / LIMBE I / BONADIKOMBO,,
ELECAM-2025-SW-FAKO-LIMBE-I-0020,"SENIOR OVERSEERS OFFICE, MOLIWE / A",,,,96,SUD-OUEST / FAKO / LIMBE I / CAMP 7 C.D.C.,,
ELECAM-2025-SW-FAKO-LIMBE-I-0021,PHYTOSANITARY BASE / A,,,,350,SUD-OUEST / FAKO / LIMBE I / CASSAVA FARMS,,
ELECAM-2025-SW-FAKO-LIMBE-I-0022,PHYTOSANITARY BASE / B,,,,358,SUD-OUEST / FAKO / LIMBE I / CASSAVA FARMS,,
ELECAM-2025-SW-FAKO-LIMBE-I-0023,PHYTOSANITARY BASE / C,,,,228,SUD-OUEST / FAKO / LIMBE I / CASSAVA FARMS,,
ELECAM-2025-SW-FAKO-LIMBE-I-0024,P.Y.C. LIMBE / A,,,,392,SUD-OUEST / FAKO / LIMBE I / CASSAVA FARMS,,
ELECAM-2025-SW-FAKO-LIMBE-I-0025,P.Y.C. LIMBE / B,,,,355,SUD-OUEST / FAKO / LIMBE I / CASSAVA FARMS,,
ELECAM-2025-SW-FAKO-LIMBE-I-0075,DELEGATION OF AGRIC / C,,,,423,SUD-OUEST / FAKO / LIMBE I / MILE ONE,,
ELECAM-2025-SW-FAKO-LIMBE-I-0076,CATHOLIC SCHOOL GARDENS / A,,,,327,SUD-OUEST / FAKO / LIMBE I / MOKEBA FARMS,,
ELECAM-2025-SW-FAKO-LIMBE-I-0077,CATHOLIC SCHOOL GARDENS / B,,,,341,SUD-OUEST / FAKO / LIMBE I / MOKEBA FARMS,,
ELECAM-2025-SW-FAKO-LIMBE-I-0078,CATHOLIC SCHOOL GARDENS / C,,,,176,SUD-OUEST / FAKO / LIMBE I / MOKEBA FARMS,,
ELECAM-2025-SW-FAKO-LIMBE-I-0079,LIMBE CITY COUNCIL HALL / A,,,,168,SUD-OUEST / FAKO / LIMBE I / MOKEBA FARMS,,
ELECAM-2025-SW-FAKO-LIMBE-I-0080,AUSTEN CLUB / A,,,,225,SUD-OUEST / FAKO / LIMBE I / MOLIWE,,
ELECAM-2025-SW-FAKO-LIMBE-I-0081,G.S. MOTOWOH / A,,,,345,SUD-OUEST / FAKO / LIMBE I / MOTOWOH,,
ELECAM-2025-SW-FAKO-LIMBE-I-0082,G.S. MOTOWOH / B,,,,346,SUD-OUEST / FAKO / LIMBE I / MOTOWOH,,
ELECAM-2025-SW-FAKO-LIMBE-I-0083,G.S. MOTOWOH / C,,,,374,SUD-OUEST / FAKO / LIMBE I / MOTOWOH,,
ELECAM-2025-SW-FAKO-LIMBE-I-0084,G.S. MOTOWOH / D,,,,142,SUD-OUEST / FAKO / LIMBE I / MOTOWOH,,
ELECAM-2025-SW-FAKO-LIMBE-I-0085,FEICOM / A,,,,360,SUD-OUEST / FAKO / LIMBE I / NAMBEKE QUARTER,,
ELECAM-2025-SW-FAKO-LIMBE-I-0086,FEICOM / B,,,,60,SUD-OUEST / FAKO / LIMBE I / NAMBEKE QUARTER,,
ELECAM-2025-SW-FAKO-LIMBE-I-0087,C.B.C. NURSERY SCHOOL / A,,,,287,SUD-OUEST / FAKO / LIMBE I / NEWTOWN,,
ELECAM-2025-SW-FAKO-LIMBE-I-0088,C.B.C. NURSERY SCHOOL / B,,,,295,SUD-OUEST / FAKO / LIMBE I / NEWTOWN,,
ELECAM-2025-SW-FAKO-LIMBE-I-0089,C.B.C. NURSERY SCHOOL / C,,,,316,SUD-OUEST / FAKO / LIMBE I / NEWTOWN,,
ELECAM-2025-SW-FAKO-LIMBE-I-0090,C.B.C. NURSERY SCHOOL / D,,,,306,SUD-OUEST / FAKO / LIMBE I / NEWTOWN,,
ELECAM-2025-SW-FAKO-LIMBE-I-0091,G.S. NEWTOWN / A,,,,396,SUD-OUEST / FAKO / LIMBE I / SOUTH EAST COMMUNITY,,
ELECAM-2025-SW-FAKO-LIMBE-I-0092,G.S. NEWTOWN / B,,,,201,SUD-OUEST / FAKO / LIMBE I / SOUTH EAST COMMUNITY,,
ELECAM-2025-SW-FAKO-LIMBE-I-0093,G.S. TOWE / A,,,,317,SUD-OUEST / FAKO / LIMBE I / TOWE,,
ELECAM-2025-SW-FAKO-LIMBE-I-0094,G.S. TOWE / B,,,,265,SUD-OUEST / FAKO / LIMBE I / TOWE,,
ELECAM-2025-SW-FAKO-LIMBE-I-0095,G.S. TOWE / C,,,,230,SUD-OUEST / FAKO / LIMBE I / TOWE,,
ELECAM-2025-SW-FAKO-LIMBE-I-0096,G.S. TOWE / D,,,,215,SUD-OUEST / FAKO / LIMBE I / TOWE,,
ELECAM-2025-SW-FAKO-LIMBE-I-0097,SNEC DELEGATION / A,,,,376,SUD-OUEST / FAKO / LIMBE I / TOWE,,
ELECAM-2025-SW-FAKO-LIMBE-I-0098,SNEC DELEGATION / B,,,,375,SUD-OUEST / FAKO / LIMBE I / TOWE,,
ELECAM-2025-SW-FAKO-LIMBE-I-0099,SNEC DELEGATION / C,,,,392,SUD-OUEST / FAKO / LIMBE I / TOWE,,
ELECAM-2025-SW-FAKO-LIMBE-I-0100,SNEC DELEGATION / D,,,,432,SUD-OUEST / FAKO / LIMBE I / TOWE,,
ELECAM-2025-SW-FAKO-LIMBE-I-0101,NURSING AID SCHOOL / A,,,,319,SUD-OUEST / FAKO / LIMBE I / UNITY QUARTER,,
ELECAM-2025-SW-FAKO-LIMBE-I-0102,NURSING AID SCHOOL / B,,,,328,SUD-OUEST / FAKO / LIMBE I / UNITY QUARTER,,
ELECAM-2025-SW-FAKO-LIMBE-I-0103,NURSING AID SCHOOL / C,,,,339,SUD-OUEST / FAKO / LIMBE I / UNITY QUARTER,,
ELECAM-2025-SW-FAKO-LIMBE-I-0104,E.M.F. MILE ONE / A,,,,312,SUD-OUEST / FAKO / LIMBE I / LIVANDA CONGO/NURSES QUARTER,,
ELECAM-2025-SW-FAKO-LIMBE-I-0105,E.M.F. MILE ONE / B,,,,262,SUD-OUEST / FAKO / LIMBE I / LIVANDA CONGO/NURSES QUARTER,,
ELECAM-2025-SW-FAKO-LIMBE-I-0106,E.M.F. MILE ONE / C,,,,267,SUD-OUEST / FAKO / LIMBE I / LIVANDA CONGO/NURSES QUARTER,,
ELECAM-2025-SW-FAKO-LIMBE-I-0107,E.M.F. MILE ONE / D,,,,233,SUD-OUEST / FAKO / LIMBE I / LIVANDA CONGO/NURSES QUARTER,,
ELECAM-2025-SW-FAKO-LIMBE-I-0108,CBC PRIMARY SCHOOL NEWTOWN / A,,,,350,SUD-OUEST / FAKO / LIMBE I / NEWTOWN,,
ELECAM-2025-SW-FAKO-LIMBE-I-0109,CBC PRIMARY SCHOOL NEWTOWN / B,,,,343,SUD-OUEST / FAKO / LIMBE I / NEWTOWN,,
ELECAM-2025-SW-FAKO-LIMBE-II-0001,COMMUNITY HALL BATOKE / A,,,,349,SUD-OUEST / FAKO / LIMBE II / BATOKE,,
ELECAM-2025-SW-FAKO-LIMBE-II-0002,COMMUNITY HALL BATOKE / B,,,,328,SUD-OUEST / FAKO / LIMBE II / BATOKE,,
ELECAM-2025-SW-FAKO-LIMBE-II-0003,COMMUNITY HALL BATOKE / C,,,,227,SUD-OUEST / FAKO / LIMBE II / BATOKE,,
ELECAM-2025-SW-FAKO-LIMBE-II-0004,RESEARCH STATION BATOKE / A,,,,239,SUD-OUEST / FAKO / LIMBE II / BATOKE,,
ELECAM-2025-SW-FAKO-LIMBE-II-0005,STAFF BILINGUAL NURS. AND PRIM. SCHOOL,,,,283,SUD-OUEST / FAKO / LIMBE II / BOBENDE,,
ELECAM-2025-SW-FAKO-LIMBE-II-0006,STAFF BILINGUAL NURS. AND PRIM. SCHOOL,,,,263,SUD-OUEST / FAKO / LIMBE II / BOBENDE,,
ELECAM-2025-SW-FAKO-LIMBE-II-0007,STAFF BILINGUAL NURS. AND PRIM. SCHOOL,,,,322,SUD-OUEST / FAKO / LIMBE II / BOBENDE,,
ELECAM-2025-SW-FAKO-LIMBE-II-0008,COMMUNITY HALL BOTALAND / A,,,,279,SUD-OUEST / FAKO / LIMBE II / BOTALAND,,
ELECAM-2025-SW-FAKO-LIMBE-II-0009,COMMUNITY HALL BOTALAND / B,,,,315,SUD-OUEST / FAKO / LIMBE II / BOTALAND,,
ELECAM-2025-SW-FAKO-LIMBE-II-0010,COMMUNITY HALL BOTALAND / C,,,,170,SUD-OUEST / FAKO / LIMBE II / BOTALAND,,
ELECAM-2025-SW-FAKO-LIMBE-II-0011,GPS BOTALAND / A,,,,337,SUD-OUEST / FAKO / LIMBE II / BOTALAND,,
ELECAM-2025-SW-FAKO-LIMBE-II-0012,GPS BOTALAND / B,,,,301,SUD-OUEST / FAKO / LIMBE II / BOTALAND,,
ELECAM-2025-SW-FAKO-LIMBE-II-0013,GPS BOTALAND / C,,,,318,SUD-OUEST / FAKO / LIMBE II / BOTALAND,,
ELECAM-2025-SW-FAKO-LIMBE-II-0014,GPS BOTALAND / D,,,,356,SUD-OUEST / FAKO / LIMBE II / BOTALAND,,
ELECAM-2025-SW-FAKO-LIMBE-II-0015,GPS BOTALAND / E,,,,127,SUD-OUEST / FAKO / LIMBE II / BOTALAND,,
ELECAM-2025-SW-FAKO-LIMBE-II-0016,SONARA CREDIT UNION BUILDING / A,,,,108,SUD-OUEST / FAKO / LIMBE II / CSPS,,
ELECAM-2025-SW-FAKO-LIMBE-II-0017,COMMUNITY HALL KIE / A,,,,174,SUD-OUEST / FAKO / LIMBE II / KIE,,
ELECAM-2025-SW-FAKO-LIMBE-II-0018,COMMUNITY HALL LIMBOLA / A,,,,296,SUD-OUEST / FAKO / LIMBE II / LIMBOLA,,
ELECAM-2025-SW-FAKO-LIMBE-II-0019,COMMUNITY HALL LIMBOLA / B,,,,301,SUD-OUEST / FAKO / LIMBE II / LIMBOLA,,
ELECAM-2025-SW-FAKO-LIMBE-II-0020,COMMUNITY HALL MOKUNDA / A,,,,322,SUD-OUEST / FAKO / LIMBE II / MOKUNDA,,
ELECAM-2025-SW-FAKO-LIMBE-II-0021,GS MOKUNDANGE / A,,,,317,SUD-OUEST / FAKO / LIMBE II / MOKUNDANGE,,
ELECAM-2025-SW-FAKO-LIMBE-II-0022,GS MOKUNDANGE / B,,,,388,SUD-OUEST / FAKO / LIMBE II / MOKUNDANGE,,
ELECAM-2025-SW-FAKO-LIMBE-II-0023,GS MOKUNDANGE / C,,,,290,SUD-OUEST / FAKO / LIMBE II / MOKUNDANGE,,
ELECAM-2025-SW-FAKO-LIMBE-II-0024,GS MOKUNDANGE / D,,,,262,SUD-OUEST / FAKO / LIMBE II / MOKUNDANGE,,
ELECAM-2025-SW-FAKO-LIMBE-II-0025,COMMUNITY FIELD NGEME / A,,,,257,SUD-OUEST / FAKO / LIMBE II / NGEME,,
ELECAM-2025-SW-FAKO-LIMBE-II-0026,COMMUNITY FIELD NGEME / B,,,,291,SUD-OUEST / FAKO / LIMBE II / NGEME,,
ELECAM-2025-SW-FAKO-LIMBE-II-0027,GNS NGEME / A,,,,337,SUD-OUEST / FAKO / LIMBE II / NGEME,,
ELECAM-2025-SW-FAKO-LIMBE-II-0028,GNS NGEME / B,,,,142,SUD-OUEST / FAKO / LIMBE II / NGEME,,
ELECAM-2025-SW-FAKO-LIMBE-II-0029,CAMP HALL TOPLINE LIMBOLA / A,,,,50,SUD-OUEST / FAKO / LIMBE II / CITE SONARA CAPE LIMBO,,
ELECAM-2025-SW-FAKO-LIMBE-II-0030,COMMUNITY HALL WOVIA / A,,,,391,SUD-OUEST / FAKO / LIMBE II / WOVIA,,
ELECAM-2025-SW-FAKO-LIMBE-II-0031,COMMUNITY HALL WOVIA / B,,,,184,SUD-OUEST / FAKO / LIMBE II / WOVIA,,
ELECAM-2025-SW-FAKO-LIMBE-II-0032,COMMUNITY HALL WOVIA / C,,,,231,SUD-OUEST / FAKO / LIMBE II / WOVIA,,
ELECAM-2025-SW-FAKO-LIMBE-II-0033,MOKINDI COMM HALL / A,,,,390,SUD-OUEST / FAKO / LIMBE II / BOTALAND,,
ELECAM-2025-SW-FAKO-LIMBE-II-0034,MOKINDI COMM HALL / B,,,,348,SUD-OUEST / FAKO / LIMBE II / BOTALAND,,
ELECAM-2025-SW-FAKO-LIMBE-II-0035,MOKINDI COMM HALL / C,,,,335,SUD-OUEST / FAKO / LIMBE II / BOTALAND,,
ELECAM-2025-SW-FAKO-LIMBE-II-0036,MOKINDI COMM HALL / D,,,,295,SUD-OUEST / FAKO / LIMBE II / BOTALAND,,
ELECAM-2025-SW-FAKO-LIMBE-II-0037,BEATRICE HENRY SCHOOL / A,,,,363,SUD-OUEST / FAKO / LIMBE II / ISOKOLO OLD ROAD,,
ELECAM-2025-SW-FAKO-LIMBE-II-0038,BEATRICE HENRY SCHOOL / B,,,,353,SUD-OUEST / FAKO / LIMBE II / ISOKOLO OLD ROAD,,
ELECAM-2025-SW-FAKO-LIMBE-II-0039,BEATRICE HENRY SCHOOL / C,,,,369,SUD-OUEST / FAKO / LIMBE II / ISOKOLO OLD ROAD,,
ELECAM-2025-SW-FAKO-LIMBE-II-0040,BEATRICE HENRY SCHOOL / D,,,,353,SUD-OUEST / FAKO / LIMBE II / ISOKOLO OLD ROAD,,
ELECAM-2025-SW-FAKO-LIMBE-II-0041,BEATRICE HENRY SCHOOL / E,,,,305,SUD-OUEST / FAKO / LIMBE II / ISOKOLO OLD ROAD,,
ELECAM-2025-SW-FAKO-LIMBE-II-0042,COMM. HALL BOANDO / A,,,,77,SUD-OUEST / FAKO / LIMBE II / LOWER BOANDO,,
ELECAM-2025-SW-FAKO-LIMBE-II-0043,MUNICIPAL HALL RESTAURANT / A,,,,353,SUD-OUEST / FAKO / LIMBE II / CITE SONARA CAPE LIMBO,,
ELECAM-2025-SW-FAKO-LIMBE-II-0044,MUNICIPAL HALL RESTAURANT / B,,,,349,SUD-OUEST / FAKO / LIMBE II / CITE SONARA CAPE LIMBO,,
ELECAM-2025-SW-FAKO-LIMBE-II-0045,MUNICIPAL HALL RESTAURANT / C,,,,182,SUD-OUEST / FAKO / LIMBE II / CITE SONARA CAPE LIMBO,,
ELECAM-2025-SW-FAKO-LIMBE-II-0046,G.P.S. BATOKE / A,,,,281,SUD-OUEST / FAKO / LIMBE II / BATOKE,,
ELECAM-2025-SW-FAKO-LIMBE-II-0047,G.P.S. BATOKE / B,,,,285,SUD-OUEST / FAKO / LIMBE II / BATOKE,,
ELECAM-2025-SW-FAKO-LIMBE-II-0048,G.P.S. BATOKE / C,,,,267,SUD-OUEST / FAKO / LIMBE II / BATOKE,,
ELECAM-2025-SW-FAKO-LIMBE-II-0049,G.P.S. BATOKE / D,,,,212,SUD-OUEST / FAKO / LIMBE II / BATOKE,,
ELECAM-2025-SW-FAKO-LIMBE-III-0001,GS MAN-O-WAR BAY / A,,,,214,SUD-OUEST / FAKO / LIMBE III / GS MAN-O-WAR BAY CENTER,,
ELECAM-2025-SW-FAKO-LIMBE-III-0002,GS MAN-O-WAR BAY / B,,,,233,SUD-OUEST / FAKO / LIMBE III / GS MAN-O-WAR BAY CENTER,,
